date,total_volume,avg_trade_size,total_net_pnl,avg_pnl,pnl_std,trades_count,win_rate,sentiment
2023-01-05,476.99280999999996,158.99760333333333,0.0,0.0,0.0,3,0.0,fear
2023-05-12,50005.82917,5556.20324111111,-12.501455,-1.3890505555555555,1.921231833498505,9,0.0,neutral
2024-01-01,264239.51261,14679.972922777777,-195.59132699999998,-10.866184833333332,85.0366797040905,18,0.05555555555555555,greed
2024-01-02,2008.1847710000002,334.69746183333336,-0.5020439999999999,-0.08367399999999998,0.03201292644542202,6,0.0,greed
2024-01-03,472974.663145,3452.369803978102,8244.788263,60.180936226277375,111.60981478006502,137,1.0,greed
2024-01-04,339470.500845,4408.707803181818,2424.212044,31.4832732987013,91.98503780373056,77,0.5194805194805194,greed
2024-01-05,87025.4638,6216.104557142857,-30.458908,-2.175636285714286,2.6033698104221186,14,0.0,greed
2024-01-06,12834.623744,513.38494976,87.018313,3.48073252,7.787763046102771,25,0.36,greed
2024-01-07,362670.14177832,5666.72096528625,4640.516283,72.508066921875,207.4305577379251,64,0.390625,greed
2024-01-08,227774.51260871076,3996.044080854575,58.98498099999998,1.0348242280701752,23.40101945105698,57,0.07017543859649122,greed
2024-01-09,12359.663834683,1029.9719862235834,133.107232,11.092269333333334,25.174535192803322,12,0.4166666666666667,extreme greed
2024-01-10,139954.32129,34988.5803225,-48.98401,-12.2460025,7.177229236580436,4,0.0,greed
2024-01-11,260981.03281,11347.00142652174,949.820861,41.296559173913046,149.73909462790056,23,0.2608695652173913,extreme greed
2024-01-12,814711.9570724809,1958.442204501156,40640.98074262,97.69466524668269,338.105770392125,416,0.53125,greed
2024-02-01,121348.72987200001,7138.160580705883,753.64194,44.33187882352941,136.34699884769876,17,0.47058823529411764,greed
2024-02-02,474278.433764,11292.34366104762,364.853837,8.686996119047619,42.68544858768433,42,0.42857142857142855,greed
2024-02-03,63197.542455,2038.6304017741936,231.36972899999995,7.463539645161289,250.73959608730468,31,0.7741935483870968,greed
2024-02-04,239664.47561000002,5845.4750148780495,803.628238,19.60068873170732,76.3323911076547,41,0.2926829268292683,greed
2024-02-06,29464.546476,316.82308038709675,185.114035,1.990473494623656,4.374880519769338,93,0.3655913978494624,greed
2024-02-07,33347.468420000005,1852.6371344444447,2409.794386,133.87746588888888,225.28402423795535,18,0.7222222222222222,greed
2024-02-08,396320.3565008986,6290.799309538073,636.847729,10.108694111111111,43.75384287149884,63,0.2698412698412698,greed
2024-02-09,30000.424769999998,15000.212384999999,-10.500148,-5.250074,1.581710188273439,2,0.0,greed
2024-02-10,99954.34189,24988.5854725,-34.984016999999994,-8.746004249999999,9.744858430653995,4,0.0,greed
2024-02-11,39999.9936,19999.9968,-13.999997,-6.9999985,4.9497467611990515,2,0.0,greed
2024-02-12,585243.4758392512,2167.5684290342638,18341.71649941,67.93228333114814,379.58899425127794,270,0.4074074074074074,greed
2024-03-01,394499.36837399995,5888.050274238805,767.390696,11.453592477611942,49.08885812810948,67,0.417910447761194,extreme greed
2024-03-02,603819.98881,10782.499800178572,113.64683800000003,2.029407821428572,67.88149216554923,56,0.2857142857142857,extreme greed
2024-03-03,390745.677042,4946.147810658228,8363.593348,105.8682702278481,199.77661289563758,79,1.0,extreme greed
2024-03-04,16887.5616,4221.8904,125.12719899999999,31.281799749999998,63.44795657036312,4,0.25,extreme greed
2024-03-05,282682.63886,7852.295523888889,5207.106364,144.64184344444445,276.4680329193799,36,0.4722222222222222,extreme greed
2024-03-06,21466.868433,306.6695490428571,557.430122,7.963287457142857,11.774813915508197,70,0.6285714285714286,extreme greed
2024-03-07,179600.65518,9977.814176666667,1055.7586019999999,58.65325566666666,131.3772971721971,18,0.2222222222222222,extreme greed
2024-03-08,290532.88809492247,7852.240218781689,355.53659400000004,9.609097135135135,76.59489685484228,37,0.02702702702702703,extreme greed
2024-03-10,132935.701832,14770.633536888889,53.848290999999996,5.983143444444444,23.51890952072218,9,0.3333333333333333,extreme greed
2024-03-11,129055.6699,21509.278316666667,-40.404152,-6.734025333333334,6.670210674429487,6,0.0,extreme greed
2024-03-12,1084666.510653,2900.1778359705886,23245.966193289998,62.15498982163101,227.94156061043645,374,0.42780748663101603,extreme greed
2024-04-01,99792.53588000001,19958.507176000003,-92.551772,-18.5103544,33.91898879004858,5,0.0,extreme greed
2024-04-02,203187.53669,5805.358191142857,-2.9029850000000166,-0.08294242857142904,31.370994225843813,35,0.45714285714285713,extreme greed
2024-04-03,1577996.746285,5259.989154283333,27800.335191,92.66778396999999,152.75009273042733,300,0.96,greed
2024-04-04,95987.71009,2999.6159403125,-33.595684999999996,-1.0498651562499999,1.4418016862031564,32,0.0,greed
2024-04-05,58998.751001000004,6555.41677788889,-20.649559,-2.2943954444444445,2.2514846772592696,9,0.0,extreme greed
2024-04-06,24243.41788,457.42297886792454,44.778485,0.8448770754716982,2.354947578490164,53,0.4716981132075472,extreme greed
2024-04-07,430567.99370999995,17222.7197484,-113.02464499999999,-4.5209858,4.939663842295462,25,0.0,extreme greed
2024-04-08,1207744.076719446,9509.795879680678,-123117.903118,-969.432308015748,3626.6285984020396,127,0.023622047244094488,extreme greed
2024-04-09,131480.94938499999,3867.0867466176464,1002.214905,29.476908970588237,462.61609984642746,34,0.14705882352941177,extreme greed
2024-04-10,0.33810461189999996,0.33810461189999996,0.0,0.0,,1,0.0,extreme greed
2024-04-11,451811.99086,12550.333079444445,2641.2762940000002,73.36878594444445,115.34152158997041,36,0.6388888888888888,extreme greed
2024-04-12,769287.6978940717,2411.5601814861184,292719.20860335,917.6150739916927,4089.9498504817498,319,0.46394984326018807,extreme greed
2024-05-01,1703942.66731,25817.313141060604,-261.844074,-3.9673344545454543,61.11665891408583,66,0.18181818181818182,neutral
2024-05-02,770198.24871,10697.197898749999,-199.00365900000008,-2.7639397083333344,45.89817091961442,72,0.2638888888888889,fear
2024-05-03,841810.2949559999,4676.723860866667,19795.464500000002,109.97480277777778,195.7124232569335,180,1.0,neutral
2024-05-04,503791.831726,5037.91831726,10603.054168,106.03054168,301.03233305035656,100,0.9,greed
2024-05-05,24068.344540000002,4011.390756666667,-7.496778,-1.249463,2.2790800238070625,6,0.16666666666666666,greed
2024-05-06,25350.75432,469.45841333333334,48.951446000000004,0.9065082592592594,2.8381911566553857,54,0.2962962962962963,greed
2024-05-07,272289.87738,8509.058668125,-95.130717,-2.97283490625,3.6836906271917935,32,0.0,greed
2024-05-08,420495.37342,5256.19216775,-13216.384327,-165.2048040875,797.6773077019891,80,0.4125,greed
2024-05-09,0.8427951946369999,0.8427951946369999,0.0,0.0,,1,0.0,greed
2024-05-10,605605.7145409533,16367.722014620358,5555.200121,150.1405438108108,212.6396545224948,37,0.5405405405405406,greed
2024-05-11,200627.22152,20062.722152,608.256404,60.8256404,87.51952434634248,10,0.5,neutral
2024-05-12,1256750.7987900001,2756.0324534868423,71221.35276477,156.18717711572367,1402.07913574833,456,0.4232456140350877,greed
2024-06-01,298521.41284,13569.15512909091,60.95132200000004,2.770514636363638,37.9983706952936,22,0.45454545454545453,greed
2024-06-02,8047153.469136,7396.280762073529,-1204.222904,-1.1068225220588235,13.140791964753975,1088,0.34191176470588236,greed
2024-06-03,327217.990646,3990.4633005609758,6818.1804569999995,83.14854215853659,146.96570787456173,82,1.0,greed
2024-06-04,68223.66744,4263.979215,212.45685699999999,13.278553562499999,41.44244181813865,16,0.25,greed
2024-06-05,206016.42648,22890.714053333333,896.484634,99.60940377777779,227.6096883230351,9,0.4444444444444444,extreme greed
2024-06-06,137557.83376,587.8539904273505,237.093763,1.0132212094017095,3.2894950853930727,234,0.42735042735042733,extreme greed
2024-06-07,2490.18429332,103.75767888833333,-235.481982,-9.81174925,19.13395527581512,24,0.2916666666666667,extreme greed
2024-06-08,61478.393769969996,574.564427756729,204.696769,1.9130539158878503,8.538616190786119,107,0.12149532710280374,greed
2024-06-09,39047.114830000006,929.6932102380954,-1118.523241,-26.63150573809524,21.604008724831132,42,0.0,extreme greed
2024-06-10,300130.58184,13642.299174545455,25.441386,1.1564266363636364,16.944347808591022,22,0.22727272727272727,greed
2024-06-11,123906.91204000001,8260.460802666666,2774.46982,184.96465466666666,308.37188269516565,15,0.4666666666666667,greed
2024-06-12,3471019.3051,8612.951129280396,-93316.63768087,-231.55493221059552,6329.973770373174,403,0.23325062034739455,greed
2024-07-01,1048850.051251,10812.887126298969,-1097.893699,-11.31849174226804,34.628699048840026,97,0.07216494845360824,neutral
2024-07-02,6758.70464,450.58030933333333,240.902427,16.0601618,56.44163737506827,15,1.0,neutral
2024-07-04,49988.1611,2173.398308695652,-17.495845,-0.7606889130434782,1.028791786326338,23,0.0,fear
2024-07-05,108717.587358,6039.865964333334,845.4986319999999,46.97214622222222,57.202896174607304,18,0.5,fear
2024-07-06,1098588.8932400001,2496.7929391818184,8529.504751999999,19.38523807272727,100.50782260855385,440,0.3977272727272727,fear
2024-07-07,498.75,49.875,61.379067,6.1379067,4.096844845712397,10,1.0,fear
2024-07-08,2492.769600670129,75.53847274757966,185.0370512,5.60718336969697,10.411647812777598,33,0.30303030303030304,fear
2024-07-10,219984.64516000001,10475.459293333333,-76.994616,-3.6664102857142855,4.426736738664748,21,0.0,fear
2024-07-11,111335.248923,985.2676895840708,4467.17469362,39.53251941256637,106.89082852953139,113,0.5309734513274337,fear
2024-07-12,451733.35789760563,1485.964993084229,85797.8270291,282.229694174671,2478.6282636133724,304,0.4276315789473684,fear
2024-08-01,1522452.47911,11894.159993046875,-650.4875030000002,-5.081933617187501,122.41823208834282,128,0.25,neutral
2024-08-02,26051.1241,2605.11241,767.7531369999999,76.7753137,139.19485681158372,10,1.0,greed
2024-08-03,183583.229574,2740.048202597015,4275.557865,63.81429649253731,148.81837319026823,67,1.0,fear
2024-08-04,211940.64508,7064.688169333333,1156.636152,38.5545384,222.42359727730772,30,0.03333333333333333,fear
2024-08-05,65973.57249,5074.890191538462,-21.511066,-1.6546973846153845,2.8432055653641344,13,0.07692307692307693,fear
2024-08-06,97351.86465,3356.96085,95.065702,3.2781276551724137,13.458602341754093,29,0.27586206896551724,extreme fear
2024-08-07,497.64,497.64,-0.0156,-0.0156,,1,0.0,fear
2024-08-08,16299.355026344874,1811.0394473716526,-47.360212,-5.262245777777777,9.412238290054505,9,0.0,extreme fear
2024-08-09,0.10981749839999999,0.10981749839999999,0.0,0.0,,1,0.0,neutral
2024-08-10,434584.1281958693,12071.781338774148,5244.4424180000005,145.67895605555557,217.52062444766776,36,0.9166666666666666,fear
2024-08-11,270700.42376000003,6941.036506666667,-158.29179800000006,-4.058764051282052,70.26486818026893,39,0.15384615384615385,fear
2024-08-12,932939.660374,2221.284905652381,15731.75455254,37.456558458428574,232.69476047041653,420,0.3619047619047619,fear
2024-09-01,870051.9215299999,12429.313164714285,-1030.3627910000002,-14.719468442857146,214.61881628607725,70,0.2857142857142857,fear
2024-09-03,658178.765539,5625.4595345213675,9947.64986,85.02264837606837,154.56934862138542,117,0.9145299145299145,fear
2024-09-04,57063.83727,19021.27909,-19.972341,-6.657447,5.3822408690606744,3,0.0,fear
2024-09-05,221966.12848999997,7927.361731785713,1069.9077240000001,38.21099014285715,89.60273822810012,28,0.39285714285714285,fear
2024-09-06,22410.216839999997,1318.2480494117644,-7.515775,-0.4421044117647059,0.7546122199476909,17,0.0,extreme fear
2024-09-07,2736.4455,182.4297,648.586844,43.239122933333334,40.122453853596824,15,1.0,extreme fear
2024-09-08,503204.82161845063,3494.477927905907,17896.81689532,124.28345066194444,453.16347384484885,144,0.2986111111111111,fear
2024-09-09,4014.42,2007.21,-34.9079,-17.45395,9.233400348733937,2,0.0,fear
2024-09-10,220399.92491,15742.851779285715,318.922753,22.780196642857142,60.37081557913095,14,0.21428571428571427,fear
2024-09-11,193384.397206,2248.6557814651164,36.724437,0.42702833720930233,4.0394215120540435,86,0.22093023255813954,fear
2024-09-12,983949.726508,1825.5096966753247,6136.19423957,11.38440489716141,100.20424690747907,539,0.31539888682745826,fear
2024-10-01,2057479.485642,10660.51546964767,-1951.136207,-10.109514025906735,120.49055453077477,193,0.538860103626943,neutral
2024-10-03,219973.8624,5237.472914285715,2480.646128,59.06300304761904,208.15740040019583,42,0.7857142857142857,fear
2024-10-04,351735.94638,8578.925521463414,5084.335852,124.00819151219513,193.45256791449287,41,0.8780487804878049,fear
2024-10-05,156881.99536,7130.999789090909,2046.833005,93.03786386363636,238.8198456209513,22,0.2727272727272727,neutral
2024-10-06,46587.90546,879.0170841509434,16.570477,0.3126505094339623,2.031383540673058,53,0.33962264150943394,neutral
2024-10-07,687900.18475,12283.931870535715,11736.969867,209.588747625,331.84048434592916,56,0.6785714285714286,neutral
2024-10-08,11339.27659695112,128.85541587444456,-50.0831879,-0.5691271352272728,0.8734971516662898,88,0.0,neutral
2024-10-09,2547.28609,849.0953633333334,-227.020059,-75.673353,93.85636221950166,3,0.0,neutral
2024-10-10,300024.33151,18751.520719375,-105.00851,-6.563031875,4.57034267600491,16,0.0,fear
2024-10-11,413636.714386,2390.9636669710985,848.800788,4.906362936416185,20.71474216367348,173,0.2947976878612717,fear
2024-10-12,3150423.8495111354,1973.9497803954482,38872.22954565,24.356033549906016,140.66886198384137,1596,0.5864661654135338,neutral
2024-11-01,305314.08634,14538.766016190475,-239.95667199999997,-11.42650819047619,102.75843630274484,21,0.23809523809523808,extreme greed
2024-11-02,212311.821349,6244.465333794118,958.487884,28.19082011764706,108.46270453992608,34,0.47058823529411764,greed
2024-11-03,176519.42601,4202.843476428571,3579.7066050000003,85.23110964285715,195.92119631807094,42,0.9285714285714286,greed
2024-11-04,76400.96631999999,4775.0603949999995,363.002835,22.6876771875,68.63754198597569,16,0.125,greed
2024-11-05,63248.936779999996,7027.659642222222,229.46761700000002,25.49640188888889,35.322125067367395,9,1.0,greed
2024-11-06,373279.909833,3034.796014902439,4190.703598,34.07076095934959,169.60431956323262,123,0.13821138211382114,greed
2024-11-07,169887.01205999998,8941.42168736842,1817.351639,95.65008626315789,148.84123752843857,19,0.47368421052631576,extreme greed
2024-11-08,44230.218423,1842.925767625,806.845333,33.618555541666666,91.03820349248063,24,0.16666666666666666,extreme greed
2024-11-09,0.5380624473,0.5380624473,0.0,0.0,,1,0.0,extreme greed
2024-11-10,488904.16735649866,18804.00643678841,8714.211283,335.1619724230769,362.5526759261646,26,0.6923076923076923,extreme greed
2024-11-11,1570572.268259,4210.649512758713,6352.720446,17.03142210723861,59.80135463194136,373,0.24664879356568364,extreme greed
2024-11-12,2194098.364461,1796.9683574619164,318638.04498694,260.96481980912364,2002.9378820751292,1221,0.7125307125307125,extreme greed
2024-12-01,200082.27383999998,28583.181977142853,-1974.999751,-282.14282157142856,672.3553551034679,7,0.14285714285714285,extreme greed
2024-12-02,227247.68179,14202.980111875,886.7698759999998,55.42311724999999,827.7453890987744,16,0.4375,extreme greed
2024-12-03,103040.842,12880.10525,3034.220047,379.277505875,521.4140618592837,8,0.875,extreme greed
2024-12-04,442088.595023,3427.043372271318,-690.206714,-5.350439643410853,123.23362915930429,129,0.5503875968992248,extreme greed
2024-12-05,55179.539282,2399.1104035652174,-19.312829,-0.8396882173913044,1.265928422513401,23,0.0,extreme greed
2024-12-06,193407.9471,761.4486106299212,-21950.45291,-86.41910594488189,276.5458562531029,254,0.08267716535433071,greed
2024-12-07,89582.96714000001,4714.893007368421,1380.9606250000002,72.68213815789474,113.05478580874441,19,0.47368421052631576,extreme greed
2024-12-08,54167.3325293208,1128.48609436085,822.598605,17.1374709375,64.32027624060301,48,0.125,extreme greed
2024-12-10,159713.39476,15971.339476,485.65502499999997,48.565502499999994,60.81397769004737,10,0.7,extreme greed
2024-12-11,1226354.4955799999,7171.663716842105,3066.494541,17.932716614035087,79.51050014961946,171,0.17543859649122806,greed
2024-12-12,4557189.73703446,2358.793859748685,598452.82955649,309.7581933522205,1920.4245581290731,1932,0.6992753623188406,extreme greed
2025-01-01,282582.080708,2943.5633407083333,-9559.66972721,-99.57989299177082,989.7781644542853,96,0.3020833333333333,greed
2025-01-02,1363746.251289,2151.0193237996846,32014.72763511,50.49641582824921,446.27487608435354,634,0.5899053627760252,greed
2025-01-03,263824.12591388,1516.23060870046,10559.045422610001,60.68416909545977,134.4639029090539,174,0.4482758620689655,greed
2025-01-04,704445.12239,3668.9850124479167,-2365.5982368200002,-12.320824150104167,296.6628802926895,192,0.4583333333333333,greed
2025-01-05,10720240.60794,8715.642770682927,51884.2156190342,42.182289121166015,970.7476976506199,1230,0.4300813008130081,greed
2025-02-01,774674.85594,2145.913728365651,8540.37939377,23.657560647562324,116.64675439801958,361,0.45429362880886426,greed
2025-02-02,5661092.351257195,4291.957809899313,161670.63753379,122.57061223183472,1385.057243272234,1319,0.35860500379075055,greed
2025-02-03,6460848.75823,12144.45255306391,64982.62376599,122.14778903381578,519.831849260066,532,0.5018796992481203,fear
2025-02-04,3867930.737374,3594.7311685631967,201031.5179001,186.83226570641264,779.2996908696206,1076,0.8940520446096655,greed
2025-03-01,771209.104457,1518.1281583799214,5817.48895619,11.451749913759842,62.03035552653326,508,0.27165354330708663,extreme fear
2025-03-02,22592901.397937045,9492.815713418926,345879.76064494,145.32763052308405,1292.1291749633276,2380,0.46218487394957986,fear
2025-03-03,8244590.617822,5563.151563982456,615372.46819058,415.23108514883944,1681.4790980391329,1482,0.6153846153846154,fear
2025-03-04,8670233.201231001,4960.087643724829,-3703.0801287000004,-2.1184668928489705,81.00144471378934,1748,0.2894736842105263,extreme fear
2025-04-01,1826029.677386,4921.912877051213,2319.825997,6.252900261455525,75.19571894288866,371,0.20215633423180593,fear
2025-04-02,15678409.382138,6241.405008812899,413023.10955606,164.42002768951434,2182.502644406614,2512,0.276671974522293,fear
2025-04-03,11124247.007898001,4631.243550332224,179855.23009972,74.87728147365529,940.6193711970022,2402,0.2531223980016653,fear
2025-04-04,3835545.73728,3015.3661456603772,-26351.742359361,-20.7167785844033,581.3849304376809,1272,0.38757861635220126,fear
2025-05-01,451943.5077764512,1890.9770199851514,3048.37775203,12.754718627740585,58.63982727236381,239,0.41841004184100417,neutral
2025-05-02,8743231.55327,6741.119162120277,55370.48594533,42.691199649444876,444.2501235848895,1297,0.3215111796453354,greed
